Ticker,Industry,Sub-Industry,Security Type,Within Range,PE Backed,VC Backed,Sh Out,Mkt Cap,EV,3m ADV ,3m ADV $ ,6m ADV ,6m ADV $,Beta,SI,SI Days,Net Leverage,Net Leverage %,Days until Earnings, EV/Sales 2019 , EV/Sales 2020 , EV/Sales 2021 , EV/Sales 2022 ,Revenue Growth 19-20 ,Revenue Growth 20-21 ,Revenue Growth 21-22 , EV/EBITDA 2019 , EV/EBITDA 2020 , EV/EBITDA 2021 , EV/EBITDA 2022 ,EBITDA Growth 19-20 ,EBITDA Growth 20-21 ,EBITDA Growth 21-22 ,EBITDA MARGIN % 2019,EBITDA MARGIN % 2020,EBITDA MARGIN % 2021,EBITDA MARGIN % 2022, P/E 2019 , P/E 2020 , P/E 2021 , P/E 2022 ,Deal Size,Market Cap At IPO,IPO to First Open,IPO to First Day,IPO to 1st Week,IPO to 1st Month,performance
SCYX,Health Care,Pharmaceuticals,Common,Lower End,No,Yes, 97.40 , 84.21 , 50.68 , 1.02 , 0.87 ,1.11, 0.94 , 0.69 , 0.02 , 1.20 ,    , (0.52), 86.00 , 529.46 , 64.07 , 2.78 , 1.02 , 7.26 , 22.08 , 1.73 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (0.91), (1.87), (2.53), (11.39), 62.00 , 84.53 , (0.03), (0.10), (0.07), (0.15),0.0398164888100101
GLOP,Energy,Oil & Gas Storage & Transporta,Units,Higher End,No,No, 47.10 , 234.98 ," 1,832.89 ", 1.27 , 6.05 ,0.93, 4.45 , 0.88 , 0.06 , 0.90 , 4.62 , 0.68 , 72.00 , 4.84 , 5.48 , 6.05 , 6.02 , (0.12), (0.09), 0.01 , 6.78 , 7.66 , 8.66 , 8.33 , (0.12), (0.12), 0.04 , 0.71 , 0.72 , 0.70 , 0.72 , 2.56 , 4.05 , 6.08 , 4.54 , 202.90 ,  -  , 0.21 , 0.24 , 0.28 , 0.37 ,-0.009476688545924206
CMCM,Information Technology,Application Software,ADR,Mid-point,No,No, 137.60 , 276.64 , (52.21), 0.39 , 0.75 ,0.33, 0.63 , 0.74 ,, 1.30 , 0.91 ,, 33.00 , (0.01),  NA  ,  NA  ,  NA  , NA , NA , NA , 0.14 ,  NA  ,  NA  ,  NA  , NA , NA , NA , (0.10), NA , NA , NA , 8.04 ,  NA  ,  NA  ,  NA  , 193.20 ,  -  , 0.09 , 0.01 , (0.02), 0.41 ,-0.15375813577694075
PBFX,Energy,Oil & Gas Storage & Transporta,Units,Above,No,No, 62.50 , 503.25 ," 1,270.39 ", 0.49 , 3.97 ,0.28, 2.29 , 0.99 , 0.01 , 0.30 , 3.82 , 0.60 , 2.00 , 3.73 , 3.60 , 3.40 , 3.69 , 0.04 , 0.06 , (0.08), 6.32 , 6.28 , 6.00 , 6.04 , 0.01 , 0.05 , (0.01), 0.59 , 0.57 , 0.57 , 0.61 , 4.74 , 4.44 , 4.11 , 4.12 , 363.70 ,  -  , 0.22 , 0.20 , 0.17 , 0.25 ,-0.11681091626116935
TOUR,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",ADR,Lower End,No,No, 123.30 , 101.94 , (75.69), 0.12 , 0.10 ,0.09, 0.07 , 0.66 ,, 2.00 ,    ,, 9.00 , (0.03), (0.06), (0.04),  NA  , (0.47), 0.58 , NA ,  NA  , 0.11 , 0.22 ,  NA  , NA , (0.52), NA , NA , (0.58), (0.18), NA , (0.37), (0.15), (0.34),  NA  , 82.80 ,  -  , -   , 0.12 , 0.13 , 1.00 ,-0.1205778525555159
SFBS,Financials,Regional Banks,Common,Lower End,No,No, 54.20 ," 1,604.01 "," 1,523.72 ", 0.29 , 8.55 ,0.23, 6.72 , 1.20 , 0.06 , 12.10 ,    ,, 63.00 ,  NA  ,  NA  ,  NA  ,  NA  , 0.15 , (0.02), NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 10.79 , 10.98 , 12.04 ,  NA  , 56.90 , 743.91 , -   , (0.07), (0.06), (0.05),-0.010369466349322344
ZEN,Information Technology,Application Software,Common,Mid-point,No,Yes, 113.50 ," 8,537.25 "," 8,280.50 ", 2.29 , 171.16 ,1.86, 139.33 , 1.09 , 0.07 , 4.90 , (3.94), (0.03), 78.00 , 10.16 , 8.19 , 6.54 , 5.20 , 0.24 , 0.25 , 0.26 , 127.24 , 87.64 , 57.69 , 37.89 , 0.45 , 0.52 , 0.52 , 0.08 , 0.09 , 0.11 , 0.14 , 241.10 , 169.86 , 107.23 , 58.57 , 115.00 , 646.67 , 0.27 , 0.49 , 0.79 , 0.86 ,0.027745678476985614
TRUE,Communication Services,Interactive Media & Services,Common,Below,No,Yes, 107.00 , 257.45 , 118.92 , 1.36 , 3.26 ,1.38, 3.31 , 0.44 , 0.12 , 12.60 , (7.32), (1.20), 86.00 , 0.33 , 0.40 , 0.44 , 0.41 , (0.18), (0.10), 0.08 , 6.11 , 11.99 , (123.10), 7.34 , (0.49), (1.10), (17.76), 0.05 , 0.03 , (0.00), 0.06 , (80.00), (18.32), (9.92), (26.97), 80.50 , 649.84 , 0.08 , 0.12 , 0.02 , 0.55 ,0.10829276171346458
AGRX,Health Care,Pharmaceuticals,Common,Lower End,Yes,Yes, 76.70 , 238.34 , 204.03 , 3.61 , 9.85 ,3.41, 9.31 , 1.11 , 0.03 , 1.60 , 1.99 , (0.21), 79.00 ,  NA  , 32.97 , 2.80 , 1.19 , NA , 10.79 , 1.35 , (9.28), (3.59), (9.30), 2.11 , 1.59 , (0.61), (5.41), NA , (9.19), (0.30), 0.57 , (7.26), (4.48), (8.70), 13.66 , 55.00 , 111.55 , (0.08), (0.08), (0.03), 0.72 ,-0.25750198015160297
HRTG,Financials,Property & Casualty Insurance,Common,Below,No,No, 28.50 , 317.39 , 186.33 , 0.17 , 1.91 ,0.15, 1.69 , 0.88 , 0.02 , 5.20 ,    , (1.01), 79.00 , 0.25 , 0.24 , 0.23 ,  NA  , 0.06 , 0.06 , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 12.97 , 7.05 , 6.30 ,  NA  , 75.90 , 331.06 , 0.05 , 0.05 , 0.13 , 0.38 ,-0.07989727461319218
PE,Energy,Oil & Gas Exploration & Produc,Class A,Above,Yes,No, 366.10 ," 3,537.08 "," 5,832.99 ", 12.52 , 107.33 ,9.28, 79.56 , 1.40 , 0.13 , 3.70 , 1.62 , 0.35 , 85.00 , 3.38 , 3.77 , 3.70 , 2.91 , (0.11), 0.02 , 0.27 , 4.66 , 5.29 , 5.33 , 4.31 , (0.12), (0.01), 0.24 , 0.73 , 0.71 , 0.69 , 0.68 , 7.65 , 100.82 , 81.62 , 15.47 ," 1,063.80 ",  -  , 0.21 , 0.20 , 0.29 , 0.23 ,0.043196036999281213
RESN,Information Technology,Communications Equipment,Common,Lower End,No,No, 43.80 , 125.02 , 117.00 , 0.75 , 1.78 ,0.53, 1.26 , 0.61 , 0.09 , 3.00 , 0.34 , (0.08), 85.00 , 133.26 , 23.99 , 9.49 ,  NA  , 4.56 , 1.53 , NA , (4.19), (4.50), (5.13),  NA  , (0.07), (0.12), NA , (31.82), (5.33), (1.85), NA , (2.33), (5.19), (7.90),  NA  , 18.60 , 41.36 , 0.67 , 0.52 , 0.37 , 0.38 ,0.13582523220071452
ANET,Information Technology,Communications Equipment,Common,Above,No,No, 79.90 ," 16,902.51 "," 14,277.22 ", 1.02 , 227.18 ,0.87, 194.18 , 1.04 , 0.05 , 4.40 , (2.75), (0.18), 79.00 , 5.95 , 6.45 , 5.61 , 4.89 , (0.08), 0.15 , 0.15 , 15.01 , 16.77 , 14.59 , 12.11 , (0.11), 0.15 , 0.21 , 0.40 , 0.39 , 0.39 , 0.40 , 22.95 , 26.65 , 23.30 , 21.28 , 259.60 ," 2,767.91 ", 0.29 , 0.28 , 0.62 , 0.78 ,-0.07858147616890432
MOBL,Information Technology,Application Software,Common,Mid-point,No,Yes, 114.00 , 519.74 , 441.08 , 1.01 , 4.56 ,1.0, 4.52 , 0.68 , 0.03 , 2.90 , 14.95 , (0.18), 79.00 , 2.12 , 2.18 , 2.03 ,  NA  , (0.03), 0.07 , NA , (82.69), (40.67),  NA  ,  NA  , 1.03 , NA , NA , (0.03), (0.05), NA , NA , (50.06), (34.13), (64.36), 450.50 , 115.00 , 686.84 , 0.11 , 0.22 , 0.08 , 0.10 ,0.018449898546698984
TSE,Materials,Commodity Chemicals,Common,Higher End,Yes,No, 38.50 , 660.77 ," 1,458.27 ", 0.61 , 10.46 ,0.5, 8.68 , 1.40 , 0.03 , 3.50 , 2.27 , 0.54 , 86.00 , 0.39 , 0.49 , 0.41 , 0.39 , (0.20), 0.19 , 0.05 , 4.19 , 9.80 , 5.05 , 4.14 , (0.57), 0.94 , 0.22 , 0.09 , 0.05 , 0.08 , 0.09 , 5.52 , (35.27), 8.24 , 6.27 , 218.50 , 926.62 , 0.09 , 0.07 , 0.16 , 0.12 ,-0.14463383513293382
CCS,Consumer Discretionary,Homebuilding,Common,Lower End,Yes,No, 33.50 , 737.31 ," 1,617.19 ", 0.57 , 12.57 ,0.46, 10.24 , 1.66 , 0.12 , 7.90 , 3.92 , 0.72 , 78.00 , 0.48 , 0.49 , 0.47 ,  NA  , (0.02), 0.06 , NA , 5.44 , 5.44 , 5.22 ,  NA  , -   , 0.04 , NA , 0.09 , 0.09 , 0.09 , NA , 5.46 , 7.65 , 6.95 ,  NA  , 103.00 , 493.41 , -   , (0.08), (0.05), (0.08),-0.11541380799606192
VNOM,Energy,Oil & Gas Exploration & Produc,Units,Above,No,No, 67.80 ," 1,330.16 "," 1,913.33 ", 1.57 , 13.18 ,1.05, 8.84 , 1.39 , 0.06 , 3.20 , 4.69 , 0.30 , 78.00 , 6.55 , 9.67 , 8.47 , 6.55 , (0.32), 0.14 , 0.29 , 15.71 , 10.67 , 9.27 , 6.58 , 0.47 , 0.15 , 0.41 , 0.42 , 0.91 , 0.91 , 1.00 , 12.21 , (10.61), (24.39), 17.74 , 149.50 ,  -  , 0.21 , 0.24 , 0.23 , 0.29 ,-0.009528890884388021
ARDX,Health Care,Biotechnology,Common,Mid-point,No,Yes, 88.90 , 669.71 , 428.06 , 0.86 , 6.46 ,0.92, 6.95 , 0.87 , 0.04 , 4.40 , 2.66 , (0.53), 89.00 , 86.73 , 111.98 , 11.32 , 3.35 , (0.23), 8.89 , 2.38 , (5.05), (4.92), (4.28), (15.53), 0.03 , 0.15 , (0.72), (17.18), (22.74), (2.65), (0.22), (5.11), (7.24), (6.95), (19.69), 69.00 , 259.41 , 0.04 , 0.01 , 0.12 , 0.16 ,0.3196103242348847
ZFGN,Health Care,Biotechnology,Common,Higher End,No,Yes, 37.50 , 31.62 , (16.06), 0.16 , 0.14 ,0.43, 0.36 , 0.41 , 0.02 , 5.50 ,    ,, 86.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (0.77),  NA  ,  NA  ,  NA  , 110.40 , 363.31 , 0.25 , 0.23 , 0.23 , 0.12 ,-0.05419752498611852
MTLS,Information Technology,Application Software,ADR,Lower End,No,No, 53.20 ," 1,069.10 "," 1,060.43 ", 0.09 , 1.81 ,0.08, 1.56 , 0.79 ,, 12.40 , (0.42), (0.01), 85.00 , 5.35 , 6.05 , 5.15 , 4.52 , (0.12), 0.17 , 0.14 , 36.78 , 60.57 , 38.22 , 29.95 , (0.39), 0.59 , 0.28 , 0.15 , 0.10 , 0.14 , 0.15 , 358.07 , (120.06), 283.47 , 136.07 , 110.40 , 564.86 , -   , (0.04), 0.13 , -   ,0.15808162132445647
GPRO,Consumer Discretionary,Consumer Electronics,Class A,Higher End,Yes,Yes, 147.60 , 560.96 , 616.69 , 4.48 , 15.95 ,4.63, 16.48 , 1.40 , 0.17 , 6.30 , 0.77 , 0.08 , 79.00 , 0.57 , 0.98 , 0.84 , 0.89 , (0.42), 0.17 , (0.05), 9.54 , (304.64), 8.31 , 9.63 , (1.03), (37.66), (0.14), 0.06 , (0.00), 0.10 , 0.09 , 14.83 , (17.98), 11.02 , 10.53 , 491.30 ,  -  , 0.19 , 0.31 , 0.73 , 0.75 ,0.031560931552899074
SERV,Consumer Discretionary,Specialized Consumer Services,Common,Below,Yes,No, 135.10 ," 3,444.82 "," 5,020.82 ", 1.88 , 49.20 ,1.88, 49.03 , 0.66 , 0.04 , 5.70 , 3.78 , 0.31 , 85.00 , 2.45 , 2.75 , 2.58 , 2.50 , (0.11), 0.06 , 0.03 , 12.22 , 19.19 , 15.65 , 14.24 , (0.36), 0.23 , 0.10 , 0.20 , 0.14 , 0.17 , 0.18 , 19.34 , 49.83 , 30.47 , 25.42 , 701.80 ," 2,263.21 ", 0.03 , 0.06 , 0.10 , 0.17 ,-0.05561370967862145
NEP,Utilities,Renewable Electricity,Units,Higher End,No,No, 65.50 ," 3,160.48 "," 12,283.48 ", 0.79 , 38.31 ,0.58, 27.80 , 1.17 , 0.02 , 2.00 , 3.67 , 0.34 , 72.00 , 13.77 , 8.70 , 7.81 , 6.11 , 0.58 , 0.11 , 0.28 , 10.67 , 8.97 , 8.42 , 7.58 , 0.19 , 0.07 , 0.11 , 1.29 , 0.97 , 0.93 , 0.81 , (41.54), (70.82), 26.30 , 11.01 , 467.20 , 467.19 , 0.30 , 0.28 , 0.38 , 0.37 ,-0.07537027448264866
MIK,Consumer Discretionary,Specialty Stores,Common,Lower End,Yes,No, 146.70 , 419.15 ," 4,343.16 ", 5.07 , 14.42 ,4.85, 13.79 , 1.87 , 0.40 , 6.80 , 5.34 , 0.90 , 22.00 , 0.85 , 0.87 , 0.85 , 0.82 , (0.02), 0.03 , 0.03 , 5.91 , 7.29 , 7.01 , 6.85 , (0.19), 0.04 , 0.02 , 0.14 , 0.12 , 0.12 , 0.12 , 1.28 , 1.68 , 1.55 , 1.41 , 472.20 ," 3,452.77 ", -   , 0.00 , 0.00 , (0.02),-0.00596961972465182
ISTR,Financials,Regional Banks,Common,Below,No,No, 11.20 , 119.23 , 257.85 , 0.04 , 0.43 ,0.03, 0.28 , 1.25 , 0.00 , 1.20 ,    ,, 72.00 ,  NA  ,  NA  ,  NA  ,  NA  , 0.13 , 0.04 , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , 5.98 , 10.36 , 9.36 , 5.17 , 46.00 , 101.22 , 0.02 , 0.01 , -   , 0.00 ,-0.07834886206699998
NERV,Health Care,Biotechnology,Common,Lower End,No,Yes, 39.20 , 520.83 , 475.26 , 0.41 , 5.48 ,0.41, 5.40 , 1.34 , 0.08 , 9.00 ,    , (0.09), 84.00 ,  NA  ,  NA  ,  NA  , 13.35 , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (7.18), (12.60), (10.33), (9.90), 33.70 , 110.63 , -   , 0.01 , (0.01), 0.04 ,-0.052084041738826636
IRMD,Health Care,Health Care Equipment,Common,Above,No,No, 12.40 , 243.29 , 199.99 , 0.05 , 0.97 ,0.05, 1.10 , 0.87 , 0.07 , 13.00 , (4.38), (0.22), 78.00 , 5.16 , 5.57 , 3.57 ,  NA  , (0.07), 0.56 , NA , 20.10 ,  NA  ,  NA  ,  NA  , NA , NA , NA , 0.26 , NA , NA , NA , 23.75 , 40.38 , 16.83 ,  NA  , 14.50 , 66.99 , 0.60 , 0.58 , 0.44 , 0.72 ,-0.07677451686517123
CDNA,Health Care,Biotechnology,Common,Below,Yes,Yes, 42.80 ," 1,270.18 "," 1,234.97 ", 0.78 , 22.74 ,0.76, 21.90 , 1.30 , 0.11 , 8.70 , (8.45), (0.03), 79.00 , 9.89 , 8.12 , 6.12 , 4.51 , 0.22 , 0.33 , 0.36 , 301.89 , (224.48), 131.22 ,  NA  , (2.35), (2.71), NA , 0.03 , (0.04), 0.05 , NA , 290.10 , (308.62), 50.02 , 30.54 , 42.20 , 107.24 , (0.05), (0.10), -   , 0.00 ,0.18773077947708566
GLOB,Information Technology,Application Software,Common,Below,Yes,No, 38.00 ," 4,278.31 "," 4,359.94 ", 0.41 , 47.15 ,0.35, 40.15 , 1.26 , 0.06 , 7.20 , 0.60 , 0.02 , 1.00 , 6.61 , 5.80 , 4.76 , 3.84 , 0.14 , 0.22 , 0.24 , 32.00 , 31.57 , 24.10 , 19.60 , 0.01 , 0.31 , 0.23 , 0.21 , 0.18 , 0.20 , 0.20 , 50.29 , 51.28 , 37.58 , 29.83 , 67.30 , 333.45 , 0.30 , 0.13 , 0.07 , 0.21 ,-0.20009137671169494
SAGE,Health Care,Biotechnology,Common,Higher End,No,No, 51.90 ," 1,947.96 ", 976.66 , 1.30 , 48.92 ,1.26, 47.23 , 1.20 , 0.14 , 5.50 , 1.32 , (0.87), 85.00 , 161.68 , 119.94 , 46.89 , 9.28 , 0.35 , 1.56 , 4.05 , (1.51), (1.85), (1.88), (1.84), (0.19), (0.01), 0.02 , (107.11), (64.74), (24.95), (5.03), (2.80), (3.58), (3.85), (4.63), 103.50 , 462.81 , 0.50 , 0.67 , 0.47 , 0.50 ,-0.1665407711973219
TERP,Utilities,Renewable Electricity,Class A,Higher End,No,No, 226.50 ," 4,134.01 "," 11,050.38 ", 1.08 , 19.68 ,1.15, 20.93 , 1.43 , 0.03 , 6.10 , 8.45 , 0.55 , 89.00 , 12.22 , 10.63 , 9.96 , 9.79 , 0.15 , 0.07 , 0.02 , 15.46 , 14.53 , 13.61 , 13.44 , 0.07 , 0.07 , 0.01 , 0.79 , 0.73 , 0.73 , 0.73 , (36.78), (79.35), (675.93), (117.74), 576.90 ,  -  , 0.33 , 0.32 , 0.33 , 0.24 ,-0.12406392044220615
TRUP,Financials,Life & Health Insurance,Common,Below,No,No, 35.00 , 957.89 , 885.07 , 0.44 , 11.97 ,0.35, 9.48 , 0.64 , 0.32 , 28.40 , (6.88), (0.08), 78.00 , 2.30 , 1.86 , 1.53 , 1.29 , 0.24 , 0.22 , 0.19 , 83.58 , 68.38 , 57.87 , 39.75 , 0.22 , 0.18 , 0.46 , 0.03 , 0.03 , 0.03 , 0.03 ," (2,729.00)", (478.77),  NA  , 545.80 , 81.90 , 265.59 , 0.13 , 0.14 , 0.05 , (0.13),-0.009529284888707079
MTBC,Health Care,Health Care Technology,Common,Lower End,No,No, 12.20 , 80.37 , 64.47 , 0.19 , 1.24 ,0.14, 0.88 , 0.62 , 0.02 , 1.40 , (1.96), (0.25), 1.00 , 1.00 , 0.67 , 0.62 ,  NA  , 0.50 , 0.09 , NA , 7.96 , 6.35 , 5.17 ,  NA  , 0.25 , 0.23 , NA , 0.13 , 0.11 , 0.12 , NA , 11.82 , 10.05 , 6.37 ,  NA  , 20.40 , 54.91 , -   , (0.14), (0.23), (0.38),0.19328364885962526
XENT,Health Care,Pharmaceuticals,Common,Lower End,No,Yes, 32.40 , 404.39 , 325.97 , 1.04 , 12.88 ,0.75, 9.28 , 1.12 , 0.04 , 2.00 , 1.71 , (0.24), 79.00 , 3.00 , 4.85 , 3.01 , 2.44 , (0.38), 0.62 , 0.23 , (7.11), (5.72), (7.88), (12.03), 0.24 , (0.27), (0.35), (0.42), (0.85), (0.38), (0.20), (9.07), (6.89), (9.67), (12.91), 63.30 , 255.77 , 0.20 , 0.18 , 0.12 , 0.44 ,-0.004393093327043074
TSQ,Communication Services,Broadcasting,Class A,Below,Yes,No, 27.60 , 81.35 , 576.58 , 0.04 , 0.17 ,0.04, 0.16 , 1.14 , 0.01 , 2.20 , 4.84 , 0.80 , 14.00 , 1.42 , 1.61 , 1.49 , 1.31 , (0.12), 0.08 , 0.14 , 6.02 , 8.41 , 6.79 , 5.71 , (0.28), 0.24 , 0.19 , 0.24 , 0.19 , 0.22 , 0.23 , 4.06 , 17.16 , 5.70 , 3.50 , 98.20 ,  -  , (0.02), (0.07), (0.01), 0.03 ,0.01620399885549495
PFNX,Health Care,Biotechnology,Common,Below,No,Yes, 33.20 , 227.36 , 175.58 , 0.34 , 2.28 ,0.33, 2.22 , 1.00 , 0.03 , 1.90 , (28.77), (0.31), 86.00 , 3.29 , 8.25 , 2.41 , 1.80 , (0.60), 2.42 , 0.34 , 91.85 , (8.66), 11.56 , 8.41 , (11.61), (1.75), 0.37 , 0.04 , (0.95), 0.21 , 0.21 , 202.68 , (8.09), 14.93 , 7.33 , 50.00 , 115.40 , -   , (0.12), (0.03), 0.05 ,0.03599293636709788
OCUL,Health Care,Pharmaceuticals,Common,Below,No,Yes, 51.90 , 355.94 , 360.85 , 1.04 , 6.96 ,0.85, 5.64 , 1.17 , 0.13 , 8.40 , (0.06), 0.01 , 86.00 , 87.04 , 24.43 , 4.89 , 2.84 , 2.56 , 3.99 , 0.72 , (4.41), (5.99), (17.95), 19.57 , (0.27), (0.67), (1.92), (19.75), (4.08), (0.27), 0.15 , (3.49), (5.67), (18.53), 44.47 , 74.80 , 277.15 , -   , 0.01 , 0.00 , 0.22 ,0.6049935519405192
OEC,Materials,Commodity Chemicals,Common,Below,No,No, 61.40 , 453.65 ," 1,056.60 ", 0.86 , 6.41 ,0.59, 4.44 , 1.34 , 0.00 , 0.20 , 2.26 , 0.54 , 79.00 , 0.75 , 0.98 , 0.90 , 0.86 , (0.23), 0.09 , 0.05 , 4.16 , 6.18 , 5.13 , 4.59 , (0.33), 0.20 , 0.12 , 0.18 , 0.16 , 0.18 , 0.19 , 4.01 , 10.32 , 6.20 , 5.36 , 351.00 ," 1,073.43 ", (0.01), (0.01), (0.08), (0.04),-0.0997866206401612
SPKE,Utilities,Electric Utilities,Class A,Below,No,No, 14.80 , 223.86 , 398.20 , 0.14 , 0.85 ,0.14, 0.86 , 0.93 , 0.17 , 18.30 , 0.72 , 0.18 , 86.00 , 0.45 , 0.48 ,  NA  ,  NA  , (0.07), NA , NA , 3.98 , 4.04 ,  NA  ,  NA  , (0.02), NA , NA , 0.11 , 0.12 , NA , NA , 7.18 , 31.70 ,  NA  ,  NA  , 54.00 ,  -  , -   , (0.01), (0.04), (0.03),0.11099368288544677
THQ,,,Common,Lower End,No,No,  #N/A Field Not Applicable  , 741.84 ,#VALUE!, 0.24 , 4.30 ,0.19, 3.40 ,    , 0.00 , 0.20 ,    ,, NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA ,  NA  ,  NA  ,  NA  ,  NA  , 770.00 ,  -  , -   , -   , 0.00 , 0.00 ,-0.011442968400786957
WLKP,Materials,Commodity Chemicals,Units,Above,No,No, 35.20 , 629.28 ," 1,683.65 ", 0.11 , 2.01 ,0.09, 1.65 , 0.72 , 0.01 , 2.70 , 0.82 , 0.23 , 85.00 , 1.54 , 1.58 , 1.39 , 1.29 , (0.03), 0.14 , 0.08 , 3.64 , 3.48 , 3.57 , 3.35 , 0.05 , (0.03), 0.07 , 0.42 , 0.45 , 0.39 , 0.39 , 10.10 , 9.04 , 8.85 , 7.82 , 310.50 ,  -  , 0.26 , 0.28 , 0.21 , 0.27 ,0.1323306482264892
CTLT,Health Care,Pharmaceuticals,Common,Mid-point,Yes,No, 153.10 ," 11,312.94 "," 14,533.44 ", 1.25 , 90.92 ,1.04, 75.77 , 1.18 , 0.03 , 4.50 , 4.01 , 0.18 , 106.00 , 5.35 , 4.78 , 4.43 , 4.04 , 0.12 , 0.08 , 0.10 , 22.40 , 19.83 , 17.05 , 15.13 , 0.13 , 0.16 , 0.13 , 0.24 , 0.24 , 0.26 , 0.27 , 38.44 , 38.48 , 32.58 , 27.91 ," 1,001.90 "," 2,535.77 ", (0.02), (0.03), (0.00), 0.05 ,0.016734692748677116
HQY,Health Care,Managed Health Care,Common,Above,No,No, 70.90 ," 3,704.11 "," 4,813.48 ", 1.12 , 58.06 ,0.93, 48.13 , 1.38 , 0.06 , 4.40 , 5.99 , 0.23 , 22.00 , 9.81 , 6.17 , 5.82 , 5.58 , 0.59 , 0.06 , 0.04 , 25.99 , 19.27 , 17.74 , 17.78 , 0.35 , 0.09 , (0.00), 0.38 , 0.32 , 0.33 , 0.31 , 30.88 , 29.90 , 27.85 , 28.51 , 146.50 , 713.46 , 0.43 , 0.26 , 0.25 , 0.38 ,-0.06466108639349699
MRNS,Health Care,Pharmaceuticals,Common,Below,No,No, 86.70 , 197.75 , 137.76 , 1.01 , 2.31 ,1.33, 3.03 , 1.40 , 0.09 , 19.50 ,    , (0.58), 86.00 ,  NA  , 7.58 , 14.23 , 5.35 , NA , (0.47), 1.66 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA , NA , NA , NA , NA , (2.34), (2.93), (3.89), (5.35), 46.10 , 111.30 , -   , -   , 0.01 , 0.00 ,0.14100129585384913
SYF,Financials,Consumer Finance,Common,Lower End,No,No, 607.40 ," 9,572.81 "," 18,041.81 ", 10.62 , 174.15 ,7.96, 130.55 , 1.64 , 0.03 , 1.60 ,    , 0.56 , 68.00 , 1.04 , 1.07 , 1.07 , 1.09 , (0.03), (0.00), (0.02),  NA  , 5.74 ,  NA  ,  NA  , NA , NA , NA , NA , 0.19 , NA , NA , 3.81 , 13.28 , 5.26 , 4.05 ," 2,955.40 "," 19,176.60 ", -   , -   , (0.00), 0.12 ,-0.028861613859749724
EARS,Health Care,Pharmaceuticals,Common,Lower End,Yes,Yes, 1.50 , 4.38 , 2.95 , 0.16 , 0.15 ,0.16, 0.15 , 0.61 , 0.00 , 0.10 ,    , (0.49), 91.00 ,  NA  ,  NA  ,  NA  ,  NA  , NA , NA , NA ,  NA  , (0.29), (0.18),  NA  , NA , 0.60 , NA , NA , NA , NA , NA , (0.42), (0.38), (0.24),  NA  , 60.70 , 173.73 , 0.02 , -   , 0.10 , (0.01),0.07957484875099041
HMLP,Energy,Oil & Gas Equipment & Services,Units,Mid-point,No,No, 34.40 , 319.05 , 911.32 , 0.38 , 3.62 ,0.26, 2.46 , 1.01 , 0.01 , 0.40 , 3.85 , 0.47 , 15.00 , 6.27 , 6.34 , 6.04 , 6.46 , (0.01), 0.05 , (0.07), 8.23 , 7.76 , 7.38 , 8.28 , 0.06 , 0.05 , (0.11), 0.76 , 0.82 , 0.82 , 0.78 , 8.79 , 6.77 , 6.23 , 6.24 , 220.80 , 263.12 , 0.10 , 0.11 , 0.21 , 0.25 ,0.007820758744477184
TTOO,Health Care,Biotechnology,Common,Below,Yes,Yes, 68.60 , 62.65 , 98.37 , 11.85 , 6.23 ,6.34, 3.33 , 0.73 , 0.04 , 0.70 , (0.73), 0.50 , 78.00 , 8.53 , 5.81 , 2.72 , 1.42 , 0.47 , 1.14 , 0.91 , (1.46), (1.69), (1.93),  NA  , (0.14), (0.12), NA , (5.85), (3.43), (1.41), NA , (0.40), (0.88), (1.46), (10.51), 65.80 , 219.75 , 0.45 , 0.30 , 0.57 , 0.79 ,0.026004857553212583
ICD,Energy,Oil & Gas Drilling,Common,Higher End,Yes,No, 3.80 , 21.50 , 156.65 , 1.21 , 6.79 ,0.61, 3.45 , 0.93 , 0.17 , 0.80 , 3.11 , 0.84 , 79.00 , 0.79 , 1.84 , 2.02 , 1.51 , (0.57), (0.09), 0.34 , 3.69 , 13.94 , 12.80 , 9.66 , (0.74), 0.09 , 0.33 , 0.21 , 0.13 , 0.16 , 0.16 , (1.17), (0.39), (0.39), (0.44), 126.50 , 267.91 , -   , 0.01 , -   , 0.02 ,-0.08466019450396522
